Id,PostTypeId,ParentId,CreationDate,Score,OwnerUserId,OwnerDisplayName,Title,Tags,AnswerCount,CommentCount
"11005012","1","","2012-06-12 21:17:34","1","1452228","","Importing data table using Pandas - Exception: Index (columns 0) have duplicate values [nan]","<io><pandas>","1","2"
"11012981","1","","2012-06-13 10:29:47","2","1452305","","Create Excel-like SUMIFS in Pandas","<python><pandas>","1","0"
"11017862","1","","2012-06-13 15:06:07","2","1074399","","Pyodbc default types for numbers","<python><sql-server><types><pyodbc><pandas>","2",""
"11136006","1","","2012-06-21 10:15:21","3","1412286","","Python Pandas: What is the fastest way to create a datetime index?","<python><performance><parsing><datetime><pandas>","1","2"
"11235604","1","","2012-06-27 22:21:04","0","1487028","","nosetests: algorithms.py:125: RuntimeWarning: tp_compare didn't return -1 or -2 for exception","<pandas><nosetests>","1",""
"11265116","1","","2012-06-29 15:58:11","1","241515","","Most efficient way to calculate the mean of a group of columns in a pandas DataFrame","<python><pandas>","2",""
"11346283","1","","2012-07-05 14:21:15","12","1504276","","Renaming columns in pandas","<python><replace><rename><pandas>","3",""
"11415701","1","","2012-07-10 14:36:11","1","567620","","Efficiently construct Pandas DataFrame from large list of tuples/rows","<python><tuples><pandas><dta>","1","2"
"8957175","1","","2012-01-21 22:12:10","1","1162837","","DataFrame to Panel indexed by nonunique column with Pandas","<python><data.frame><panels><pandas>","1","4"
"9339184","1","","2012-02-18 06:26:50","2","1088821","","Python: Pandas, Dataframe, Convert 1column data into 2D data format","<python><transform><data.frame><pandas>","2",""
"9597681","1","","2012-03-07 07:56:37","2","1242647","","read_csv converters for unkown columns","<pandas>","1",""
"9621362","1","","2012-03-08 16:42:30","3","1257502","","how do I compute a weighted moving average using pandas","<python><pandas>","1","2"
"9652832","1","","2012-03-11 06:00:56","1","914308","","Python Pandas How Do I load a tsv file into a Pandas DataFrame?","<python><r><pandas><tsv>","2",""
"9723000","1","","2012-03-15 15:33:47","4","510187","","How do I tell pandas to parse a particular column as a datetime object, but not make it an index?","<python><parsing><datetime><pandas>","1",""
"9788299","1","","2012-03-20 14:00:00","2","566942","","convenient slicing of DataFrames with datetime indexes in pandas","<python><pandas>","2",""
"9892044","1","","2012-03-27 14:54:46","3","1295828","","Pandas Date converter","<parsing><date><pandas>","2",""
"9938130","1","","2012-03-30 06:41:28","2","369541","","plotting stacked barplots on a panda data frame","<python><pandas>","2","1"
"9943848","1","","2012-03-30 13:22:40","0","295606","","Forecasting using Pandas OLS","<python><pandas><scikits>","1","1"
"9962822","1","","2012-04-01 07:56:42","4","390388","","Pandas pivot_table on date","<python><datetime><pandas>","1",""
"10002181","1","","2012-04-03 22:10:49","1","428862","","What python's Pandas data struts used for?","<python><pandas>","1",""
"10114399","1","","2012-04-11 21:40:38","0","1327660","","Pandas: simple 'join' not working?","<pandas>","1",""
"10145025","1","","2012-04-13 16:52:55","3","114388","","Pandas: index data by a histogram result","<python><statistics><pandas>","1",""
"10158060","1","","2012-04-14 23:00:05","0","1333852","","How to create high low open close chart with pandas","<python><pandas>","1",""
"10458493","1","","2012-05-05 03:10:23","1","792849","","Pandas: how to plot yearly data on top of each other","<python><pandas>","2",""
"10518803","1","","2012-05-09 15:05:08","1","1374969","","Cannot export to CSV after data alignment","<python><pandas>","2","3"
"10601041","1","","2012-05-15 12:49:25","3","1396036","","Pandas: where's the memory leak here?","<python><pandas>","1","1"
"10671227","1","","2012-05-20 06:14:57","0","402468","","Pandas FloatingPoint Error","<python><ipython><pandas>","1","5"
"10717504","1","","2012-05-23 09:53:22","3","1412286","","Is it possible to use read_csv to read only specific lines?","<python><csv><pandas>","4","0"
"10767163","1","","2012-05-26 14:41:22","1","1419123","","Python Pandas GroupBy equivalent of  If A and not B  where clause in SQL","<python><sql><group-by><pandas>","1",""
"10824906","1","","2012-05-30 22:03:44","2","1427057","","How to create a dataframe from grouped data","<python><pandas>","1",""
"10857924","1","","2012-06-01 22:05:44","9","1165294","","Remove NULL columns in a dataframe Pandas?","<python><pandas>","1",""
"10867028","1","","2012-06-03 00:38:37","3","1427416","","Get pandas.read_csv to read empty values as empty string instead of nan","<python><csv><pandas>","2",""
"10972410","1","","2012-06-10 21:12:43","4","983310","","pandas: combine two columns in a DataFrame","<python><data.frame><pandas>","1",""
"11004088","1","","2012-06-12 20:11:53","4","1330293","","indexing a pandas DataFrame","<python><pandas>","1",""
"11015974","1","","2012-06-13 13:32:55","0","1449148","","Vectorize High Frequency Data, Calculate Spread,","<python><time-series><pandas>","1","4"
"11073609","1","","2012-06-17 18:07:39","3","1461554","","How to group DataFrame by a period of time?","<python><pandas>","1",""
"11139757","1","","2012-06-21 13:54:52","1","1472282","","using pandas how do I get the mean of last two rows in a group","<python><pandas>","1","0"
"11193212","1","","2012-06-25 16:22:35","3","250839","","Pandas changes default numpy array format","<python><numpy><pandas>","2",""
"11264307","1","","2012-06-29 15:09:28","3","942591","","Adding levels to MultiIndex, removing without losing","<pandas>","1",""
"11314693","1","","2012-07-03 15:53:33","3","1476254","","Can I export a Python Pandas dataframe to MS SQL?","<python><sql><sql-server-2008><pandas>","2",""
"11414596","1","","2012-07-10 13:40:36","1","1504276","","dropping a row in pandas with dates indexes, python","<python><pandas>","1",""
"6467832","1","","2011-06-24 12:31:45","5","814005","","How to get the correlation between two timeseries using Pandas","<python><statistics><correlation><pandas>","1",""
"7577546","1","","2011-09-28 01:58:38","6","510187","","Using pandas, how do I subsample a large DataFrame by group in an efficient manner?","<python><r><numpy><pandas><data.table>","1",""
"7766400","1","","2011-10-14 10:33:54","1","995182","","Pandas + Django + mod_wsgi + virtualenv","<django><mod-wsgi><virtualenv><pandas>","1","2"
"8270129","1","","2011-11-25 13:55:02","0","995182","","Pandas Panel for share portfolio","<panel><quantitative-finance><pandas>","1",""
"9762935","1","","2012-03-18 22:34:26","5","566942","","Add indexed column to DataFrame with pandas","<python><pandas>","1",""
"9877391","1","","2012-03-26 18:11:04","4","1279469","","How to get the closest single row after a specific datetime index using Python Pandas","<python><pandas>","1",""
"10015284","1","","2012-04-04 16:22:28","2","428862","","How you create a datetime index in pandas","<python><numpy><pandas>","1",""
"10027719","1","","2012-04-05 11:28:00","0","505698","","Installing Pandas with Python 2.5 on Windows","<python><pandas>","1",""
"10194482","1","","2012-04-17 15:45:10","3","369541","","custom matplotlib plot : chess board like table with colored cells","<python><matplotlib><pandas>","1","3"
"10198295","1","","2012-04-17 20:03:13","0","1339666","","Last non-NaN value in a group","<pandas>","1",""
"10484106","1","","2012-05-07 14:46:14","1","462901","","pandas reading csv orientation","<python><csv><pandas>","2",""
"10556568","1","","2012-05-11 18:17:19","0","1383352","","aggregating longitudinal data in Pandas DataFrame for mapping in matplotlib","<date><matplotlib><aggregate><pandas>","","2"
"10591000","1","","2012-05-14 21:01:58","6","1394684","","Specifying data type in Pandas csv reader","<python><pandas>","1","1"
"10697423","1","","2012-05-22 07:14:56","0","442158","","How do I display multiple charts in pandas python","<python><ipython><pandas>","2","1"
"10751127","1","","2012-05-25 08:35:27","4","241515","","Returning multiple values from pandas apply on a DataFrame","<python><pandas>","1","2"
"10771745","1","","2012-05-27 04:53:45","0","792849","","Removing duplicates from dataframe with index + row matching","<python><pandas>","1","2"
"10816994","1","","2012-05-30 13:10:38","1","1412286","","Python Pandas: Data Downsampling","<python><pandas><downsampling>","2","1"
"10883805","1","","2012-06-04 15:22:52","0","1338403","","Load un-aligned time series into a DataFrame, with one index?","<python><pandas>","2",""
"11174367","1","","2012-06-24 01:32:34","2","1383444","","Averaging data from multiple data files in Python with pandas","<python><statistics><pandas>","3",""
"11230071","1","","2012-06-27 15:41:10","2","24895","","Resampling pandas timeseries without computing a new offset","<python><pandas>","1",""
"11237557","1","","2012-06-28 03:07:25","0","1487345","","TypeError on read_csv, working in pandas .7, error in .8.0rc2, possible dependency error?","<pandas>","2",""
"11253390","1","","2012-06-28 21:47:30","1","1452305","","Find all elements in dataframe column that startswith string","<python><pandas>","1",""
"11295147","1","","2012-07-02 13:55:35","2","1476254","","Winsorize data in Pandas for Python","<python><regression><pandas>","1",""
"11306167","1","","2012-07-03 07:16:53","1","1497828","","Pandas slicing on a timeseries seems inconsistent with list slicing","<python><pandas><slicing>","1","3"
"11321243","1","","2012-07-04 01:09:56","3","1383444","","grouped pandas DataFrames: how do I apply scipy.stats.sem to them?","<python><numpy><statistics><scipy><pandas>","1","4"
"11362943","1","","2012-07-06 13:16:37","0","1078084","","Efficient Cointegration Test in Python","<python><pandas><linear-regression>","1",""
"11470105","1","","2012-07-13 12:00:42","1","1258833","","Pandas advanced indexing assignment","<python><pandas>","1",""
"11492215","1","","2012-07-15 13:14:38","1","1477436","","How to do a groupby on an empty set of columns in Pandas?","<python><group-by><pandas>","2",""
"11651048","1","","2012-07-25 13:38:37","2","1032006","","Pandas: pivot a dataframe","<python><pandas>","1",""
"11673453","1","","2012-07-26 16:06:06","1","1555275","","Import historical Metatrader CSV data to Python with Pandas library (date/time parsing)","<python><parsing><csv><pandas><metatrader4>","3",""
"11763204","1","","2012-08-01 16:04:15","3","1521724","","How to efficiently handle european decimal separators using the pandas read_csv function?","<python><csv><decimal><pandas>","1","1"
"8914992","1","","2012-01-18 18:00:16","3","248237","","indexing several csv files with pandas from records?","<python><csv><numpy><tab-delimited><pandas>","1","1"
"9721429","1","","2012-03-15 14:08:31","5","1610626","","How do I read a fix width format text file in pandas","<python><pandas>","3","2"
"9762193","1","","2012-03-18 20:51:48","3","1277360","","Pandas rolling median for duplicate time series data","<python><matplotlib><pandas>","1",""
"9787853","1","","2012-03-20 13:36:09","5","566942","","join or merge with overwrite in pandas","<python><pandas>","1",""
"9826431","1","","2012-03-22 16:23:22","0","942591","","Fast insertion of pandas DataFrame into Postgres DB using psycopg2","<python><postgresql><psycopg2><pandas>","1",""
"9850954","1","","2012-03-24 10:26:50","4","939715","","pandas - get most recent value of a particular column indexed by another column (get maximum value of a particular column indexed by another column)","<python><pandas>","3",""
"9927711","1","","2012-03-29 14:42:42","0","1024495","","Reading csv in python pandas and handling bad values","<python><numpy><pandas>","3",""
"9941288","1","","2012-03-30 10:30:59","1","241515","","pandas: Change one Series by using a second one with the same index","<python><pandas>","1",""
"10009468","1","","2012-04-04 10:38:56","2","942591","","GroupBy functions in Python Pandas like SUM(col_1*col_2), weighted average etc","<python><pandas>","2",""
"10130734","1","","2012-04-12 19:51:25","2","1330060","","Best way to insert a new value","<python><pandas>","1",""
"10393447","1","","2012-05-01 04:12:13","0","437537","","Scope gotcha when dynamically adding methods in a loop","<python><pandas>","2",""
"10475488","1","","2012-05-07 00:38:47","1","792849","","Calculating crossing (intercept) points of a Series or DataFrame","<python><pandas>","1","1"
"10594515","1","","2012-05-15 05:17:50","0","1610626","","Why isn't read_fwf() output correct content of files?","<pandas>","1",""
"10723847","1","","2012-05-23 16:08:37","0","1289107","","Print out inner series","<python><pandas>","1","7"
"10760364","1","","2012-05-25 19:33:39","4","37751","","""Zebra Tables"" in IPython Notebook?","<ipython><pandas>","2",""
"10791661","1","","2012-05-29 00:06:52","3","510187","","How do I discretize values in a pandas DataFrame and convert to a binary matrix?","<python><data><pandas>","2",""
"12604909","1","","2012-09-26 15:12:25","3","1298051","","Pandas: how to change all the values of a column?","<python><database><pandas>","1","2"
"10841538","1","","2012-05-31 21:28:05","1","1402211","","Pandas: List of Column names in a pivot table","<python><pivot><pandas>","1",""
"10943478","1","","2012-06-08 05:24:57","7","983310","","pandas reindex DataFrame with datetime objects","<python><data.frame><pandas><reindex>","1",""
"11037895","1","","2012-06-14 16:58:42","6","24895","","How can I generalize my pandas data grouping to more than 3 dimensions?","<python><pandas>","1",""
"11039985","1","","2012-06-14 19:25:11","1","1342094","","to_panel fills nonexistent values with (seemingly) huge random numbers","<python><pandas>","",""
"11175213","1","","2012-06-24 05:33:45","3","91567","","pandas read_csv() input local datetime strings, tz_convert to UTC","<python><timezone><pandas>","1",""
"11232275","1","","2012-06-27 17:58:38","3","179372","","Pandas pivot warning about repeated entries on index","<python><pandas>","2",""
"11334098","1","","2012-07-04 18:43:10","1","1610626","","How to take out the column index name in dataframe","<python><pandas>","2",""
"11350770","1","","2012-07-05 18:57:34","3","1170342","","pandas + dataframe - select by partial string","<python><pandas>","2",""
"11362376","1","","2012-07-06 12:39:18","1","1486079","","Append extras informations to Serie in Pandas","<pandas>","1",""
"11553370","1","","2012-07-19 03:06:07","1","567620","","Efficient method for getting elementwise types in Python/Pandas","<python><performance><types><pandas>","1","5"
"11587782","1","","2012-07-20 22:33:29","1","1074057","","Creating dummy variables in pandas for python","<python><pandas>","1",""
"11613800","1","","2012-07-23 13:45:07","0","750810","","How to install and run pandas python library in Eclipse Juno?","<numpy><python-3.x><pandas>","1",""
"11621165","1","","2012-07-23 21:57:01","3","386327","","Indexing a pandas dataframe by integer","<python><pandas>","2",""
"11640243","1","","2012-07-24 22:30:16","3","541038","","PANDAS plot multiple Y axes","<python><pandas>","1",""
"11794935","1","","2012-08-03 11:35:21","1","315974","","Pandas DataFrame Apply","<python><pandas>","2",""
"5558607","1","","2011-04-05 21:13:50","2","687739","","Sort a pandas DataMatrix in ascending order","<python><sorting><numpy><pandas>","2",""
"9283166","1","","2012-02-14 19:42:19","1","64421","","Plotting a stock chart with Pandas in IPython","<matplotlib><pandas>","1","0"
"9516422","1","","2012-03-01 12:40:33","1","1242647","","nan, floats and ints","<pandas>","1",""
"9794697","1","","2012-03-20 20:49:24","1","566942","","Best way to construct a pandas.DataFrame composed of different chunks","<python><pandas>","1",""
"10003171","1","","2012-04-03 23:59:41","1","688693","","What is an efficient way in pandas to do summaryBy(...,full.dimension=T)","<python><r><pandas>","2","1"
"10017938","1","","2012-04-04 19:27:14","2","1279469","","How to index with a list of values with only one label in a Pandas MultiIndex","<python><pandas><multi-index>","1",""
"10214692","1","","2012-04-18 17:28:36","3","1342051","","pip install numpy pandas fails?","<python><pip><pandas>","1","2"
"10264739","1","","2012-04-22 02:35:06","6","190894","","major memory problems reading in a csv file using numpy","<python><r><numpy><pandas>","3","1"
"10373660","1","","2012-04-29 16:10:35","8","468604","","Converting a Pandas GroupBy object to DataFrame","<python><pandas>","1",""
"10565282","1","","2012-05-12 16:05:17","3","1391241","","pandas, python - how to select specific times in timeseries","<python><indexing><time-series><pandas>","3",""
"10575251","1","","2012-05-13 21:05:23","0","1610626","","Why is there this read_fwf() error?","<pandas>","1",""
"10934323","1","","2012-06-07 14:55:58","4","1442475","","DataFrame.ix() in pandas - is there an option to catch situations when requested columns do not exist?","<data.frame><pandas>","2",""
"11018120","1","","2012-06-13 15:19:52","2","1415325","","Bug in resampling with pandas 0.8?","<python><pandas><resampling>","1",""
"11067027","1","","2012-06-16 21:05:01","9","1419123","","Python Pandas - Re-ordering columns in a dataframe based on column name","<python><pandas><reorder>","3",""
"11106823","1","","2012-06-19 18:11:14","5","1223860","","adding two pandas dataframes","<python><pandas>","2","1"
"11199437","1","","2012-06-26 00:52:19","2","821428","","issue with pandas and semilog for boxplot","<matplotlib><pandas>","1","2"
"11285613","1","","2012-07-01 21:03:16","10","1610626","","Selecting columns","<pandas>","3",""
"11289670","1","","2012-07-02 07:52:09","0","1462733","",".EXE installer crashes when installing Python modules: IPython, Pandas and Matplotlib","<python><numpy><matplotlib><ipython><pandas>","2","1"
"11329611","1","","2012-07-04 12:57:23","0","1501612","","Python Pandas: to_panel() from dataframe returns weird numbers for binary variable","<python><data><panel><fixed><pandas>","2",""
"11348183","1","","2012-07-05 15:59:54","1","163053","","Pandas bar plot with specific colors and legend location?","<python><legend><pandas>","1","3"
"11391969","1","","2012-07-09 09:04:33","5","17523","","How to group pandas DataFrame entries by date in a non-unique column","<python><pandas>","2",""
"11398688","1","","2012-07-09 15:51:48","0","1510463","","merging DataFrames with pandas","<io><pandas>","1",""
"11563435","1","","2012-07-19 14:49:41","0","1037869","","Float vs Int behavior in df.set_index()","<python><pandas>","1","2"
"11586068","1","","2012-07-20 19:49:20","1","1476254","","Collapse a Pandas multiindex or run OLS regression on a multiindexed dataframe","<python><hierarchical-data><regression><pandas><multi-index>","1","1"
"11619144","1","","2012-07-23 19:26:32","0","1477436","","Pandas xaxis auto-format issue","<python><matplotlib><pandas>","2",""
"11668446","1","","2012-07-26 11:38:30","0","172865","","pandas DataFrame type cast","<python><numpy><pandas>","1",""
"11679716","1","","2012-07-26 23:57:40","0","1325447","","Comparing DateOffsets in pandas","<python><datetime><pandas>","1",""
"11686272","1","","2012-07-27 10:45:55","1","1135883","","Combining multiple timeseries data to one 2d numpy array","<python><numpy><time-series><pandas>","1",""
"11811392","1","","2012-08-04 19:25:34","3","1255817","","How to generate a list from a pandas Data Frame with the column name and column values?","<python><pandas>","2",""
"11848578","1","","2012-08-07 14:50:42","1","1569050","","Pandas messing up data frame","<python><numpy><pandas>","2","3"
"11888599","1","","2012-08-09 17:15:40","2","1062520","","Python pandas to partially collapse 2d matrix","<python><grouping><pivot-table><pandas><crosstab>","1",""
"5486226","1","","2011-03-30 12:26:50","4","683866","","Rolling median in python","<python><finance><quantitative-finance><pandas>","4","4"
"7776679","1","","2011-10-15 08:21:17","9","601314","","append two data frame with pandas","<python><pandas>","2","7"
"7813132","1","","2011-10-18 20:16:12","3","601314","","Convert array of string (category) to array of int from a pandas dataframe","<python><numpy><pandas>","3",""
"8451327","1","","2011-12-09 20:27:24","0","1023631","","Python map() function output into Pandas DataFrame","<python><pandas>","1",""
"10065051","1","","2012-04-08 18:01:13","19","1320615","","python-pandas and databases like mysql","<python><pandas>","5","2"
"10133021","1","","2012-04-12 22:56:34","4","1330293","","Multiindex from array in Pandas with non unique data","<python><pandas>","1",""
"10145224","1","","2012-04-13 17:08:02","5","114388","","Pandas: trouble understading how merge works","<python><pandas>","1",""
"10532501","1","","2012-05-10 10:53:48","0","585753","","Convert interval datetime values to any-frequency time series","<python><time-series><pandas><data-analysis>","1","3"
"10591796","1","","2012-05-14 22:17:20","0","1260307","","Python Pandas: Aggregate changed from 0.7.1 to 0.7.3","<python-2.7><pandas>","","2"
"10636024","1","","2012-05-17 12:48:00","4","1400991","","Python / Pandas - GUI for viewing a DataFrame or Matrix","<python><gui><pandas>","6","4"
"10665889","1","","2012-05-19 14:11:42","7","1350862","","How to slice by columns in pandas","<python><numpy><statistics><pandas>","2","2"
"10797734","1","","2012-05-29 10:54:38","1","1415325","","How to optimally apply a function on all items of a dataframe using inputs from another dataframe?","<python><numpy><pandas>","1","2"
"10982266","1","","2012-06-11 14:38:45","0","1449148","","How to aggregate duplicate timestamps with pandas?","<python><indexing><time-series><pandas>","1","2"
"11040626","1","","2012-06-14 20:09:38","3","1441053","","Pandas DataFrame Add column to index without resetting","<python><data.frame><pandas>","2",""
"11194610","1","","2012-06-25 17:52:09","1","24895","","How can I reorder multi-indexed dataframe columns at a specific level","<python><pandas>","1",""
"11350488","1","","2012-07-05 18:38:37","1","1504774","","Efficient way to calculate averages, standard deviations from a txt file","<numpy><python-2.7><python><pandas>","1","2"
"11361985","1","","2012-07-06 12:12:49","6","316357","","Output data from all columns in a dataframe in pandas","<python><numpy><pandas>","5",""
"11400181","1","","2012-07-09 17:36:31","1","1170240","","pandas pivoting a dataframe, duplicate rows","<python><pivot><pivot-table><pandas>","3","1"
"11435668","1","","2012-07-11 15:06:33","0","1518204","","All possible combinations of columns of a DataFrame - pandas / python","<python><data.frame><combinations><pandas>","2",""
"11495051","1","","2012-07-15 19:44:50","13","177293","","Difference in Python statsmodels OLS and R's lm","<python><r><pandas><rpy2><statsmodels>","2",""
"11622652","1","","2012-07-24 00:50:49","11","919872","","Large, persistent DataFrame in pandas","<python><memory-leaks><pandas><sas><known-issues>","2","1"
"11637384","1","","2012-07-24 18:50:11","6","1064197","","Pandas join/merge/concat two dataframes","<python><pandas>","2",""
"11697887","1","","2012-07-28 02:59:02","14","1392323","","Converting Django QuerySet to pandas DataFrame","<python><django><pandas>","2","6"
"11706826","1","","2012-07-29 05:04:18","0","1560517","","Trouble Importing Statsmodels.api (python)","<python><module><pandas><statsmodels>","","1"
"11761884","1","","2012-08-01 14:52:59","2","1568919","","pandas concat('outer') not doing union?","<python><join><pandas>","1",""
"11869910","1","","2012-08-08 17:25:37","4","128580","","pandas: filter rows of DataFrame with operator chaining","<pandas>","3",""
"11870058","1","","2012-08-08 17:36:35","0","128580","","pandas: stacking DataFrames generated by apply","<pandas>","1",""
"11889474","1","","2012-08-09 18:12:21","4","670525","","Converting data to missing in pandas","<python><numpy><pandas>","1",""
"11918342","1","","2012-08-11 23:01:25","1","190894","","Converting date/time in Pandas","<python><pandas>","1","1"
"11927715","1","","2012-08-13 03:02:57","5","1058521","","How to give a pandas/matplotlib bar graph custom colors","<python><matplotlib><pandas>","1",""
"11945897","1","","2012-08-14 04:43:43","0","1555255","","DataFrame.from_records convert (Django) datetime to datetime64: Value Error","<python><django><datetime><pandas>","2",""
"5955695","1","","2011-05-10 19:55:08","17","687739","","Tutorial on PANDAS and PYTABLES","<python><pytables><pandas>","3",""
"7837722","1","","2011-10-20 14:46:14","18","1005409","","What is the most efficient way to loop through dataframes with pandas?","<python><pandas>","4","2"
"8273092","1","","2011-11-25 18:39:02","1","668624","","python: pandas install errors","<python><compiler-errors><install><pandas>","2",""
"9550867","1","","2012-03-03 23:42:13","4","1026987","","Python Panda Pivot Table","<python><python-2.7><pivot-table><pandas>","2","1"
"9695668","1","","2012-03-14 03:50:45","2","1267974","","How to specify dtype when using pandas.read_csv to load data from csv files?","<python><pandas>","1","1"
"9962114","1","","2012-04-01 05:25:20","3","390388","","Control Charts in Python","<python><charts><pandas>","2",""
"10376647","1","","2012-04-29 22:41:28","5","854739","","Installed Python Modules - Python can't find them","<python><numpy><pandas>","1","14"
"10595327","1","","2012-05-15 06:34:02","1","599251","","Pandas: Sort pivot table","<python><pandas>","1","1"
"10715519","1","","2012-05-23 07:41:57","1","493499","","Conditionally fill column values based on another columns value in pandas","<data.frame><pandas>","1",""
"10729210","1","","2012-05-23 23:21:18","4","1413778","","iterating row by row through a pandas dataframe","<pandas>","1","2"
"10908295","1","","2012-06-06 04:46:19","4","792849","","How to convert pandas dataframe so that index is the unique set of values and data is the count of each value?","<python><pandas>","1",""
"10951341","1","","2012-06-08 15:01:32","6","1444817","","Pandas DataFrame aggregate function using multiple columns","<python><pandas>","1",""
"11041411","1","","2012-06-14 21:11:12","2","792849","","How to write/read a Pandas DataFrame with MultiIndex from/to an ASCII file?","<python><pandas>","2","1"
"11077023","1","","2012-06-18 04:45:48","12","1462733","","What are the differences between Pandas and NumPy+SciPy in Python?","<python><numpy><scipy><pandas>","2","1"
"11131647","1","","2012-06-21 04:48:00","1","939715","","Pandas - Aggregating grouped data provided certain criteria is met.","<python><pandas>","1",""
"11170653","1","","2012-06-23 15:22:48","6","1256988","","pandas row specific apply","<python><pandas>","2",""
"11233502","1","","2012-06-27 19:21:52","1","983487","","Inconsistent R^2 adjusted values in pandas OLS","<python><pandas>","1",""
"11337437","1","","2012-07-05 03:10:24","1","655832","","Convert object to DateRange","<python><numpy><pandas>","1","1"
"11360675","1","","2012-07-06 10:43:35","2","240068","","slicing pandas dataframe on date range","<python><time-series><pandas>","2",""
"11422552","1","","2012-07-10 21:48:20","3","128580","","pandas: bypassing numerical index","<python><pandas>","1",""
"11515290","1","","2012-07-17 02:35:00","2","1497828","","Snapping to hours in pandas","<python><pandas><time-series>","1","1"
"11615504","1","","2012-07-23 15:20:43","3","1520997","","Parse dates when YYYYMMDD and HH are in separate columns using pandas in Python","<python><pandas>","1",""
"11685618","1","","2012-07-27 10:04:27","1","1557300","","how do I add a pandas object (e.g. DataFrame) to a group within an HDF file?","<pandas><hdf5>","2",""
"11707586","1","","2012-07-29 07:44:51","7","1560238","","Python pandas, widen output display?","<python><pandas>","3",""
"11762815","1","","2012-08-01 15:41:19","4","1521724","","How to resample a python pandas TimeSeries containing dytpe Decimal values?","<python><decimal><pandas><series>","2",""
"11795992","1","","2012-08-03 12:44:23","2","1574073","","Pandas: Efficiently splitting entries","<python><numpy><pandas>","1",""
"11855203","1","","2012-08-07 22:46:22","0","931775","","Pandas 0.8.1. error when run in Django + uWSGI but everything works fine with Django's dev server","<python><django><pandas><uwsgi>","",""
"11881165","1","","2012-08-09 10:15:27","9","698207","","Slice Pandas DataFrame by Row","<python><pandas><slice>","1",""
"11885916","1","","2012-08-09 14:41:05","6","37751","","Joining a Pandas series with a hierarchical index back to the source DataFrame","<join><group-by><pandas><ipython><dataframes>","2",""
"11940420","1","","2012-08-13 18:47:16","3","315974","","Pandas: Separating grouping and indexing","<python><pandas>","1",""
"11970820","1","","2012-08-15 14:09:13","3","370696","","python multiprocessing, pool workers do not complete all tasks","<python><multiprocessing><data.frame><manager><pandas>","1",""
"8842114","1","","2012-01-12 20:52:41","5","490288","","How to apply slicing on pandas Series of strings","<python><pandas>","2","2"
